county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,temp_avg,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs,cost_sum,p_cost,p_temperature,p_life,p_edu,p_safe,p_wealth,p_employment
"Steele County, ND", ND,Steele County ND,51.02040816,7.9,0.060764,6.3,42,68.9,43.3,40.125,40.1,28,81.17,1890,63327,7.4,6.4,12.63,3246,2632,6468,3985,16343.63,89,97,5,3,91,5,15
"Stephens County, GA", GA,Stephens County GA,381.5753611,16.9,0.29391,41.3,59.5,78,61.2,60,22.4,669,74.51,25925,38915,15,6.3,13.08,3177,2713,5892,5616,17411.08,63,26,90,94,18,64,16
"Stephens County, OK", OK,Stephens County OK,307.2196621,17.7,0.327108,39.8,61.1,82.2,62.8,61.475,28.2,1437,75.45,43143,41413,14.8,6.4,12.74,3177,2646,5580,5298,16713.74,84,21,81,68,27,52,15
"Stephens County, TX", TX,Stephens County TX,140.586136,15.6,0.405812,43.7,64.5,84.4,65.9,64.625,33.7,245,76.55,9366,39289,17,7.2,12.34,3177,2760,6348,3580,15877.34,93,11,70,28,65,62,9
"Stephenson County, IL", IL,Stephenson County IL,98.41677364,11.2,0.280244,19.8,48.2,72.7,50.3,47.75,38,1546,79.68,44498,42722,11.5,5.2,12.87,3246,2862,5652,5073,16845.87,81,77,21,8,79,46,31
"Sterling County, TX", TX,Sterling County TX,82.03445447,10.2,0.510528,43,63.5,81.2,63.8,62.875,27.9,36,77.49,1291,58174,10.7,6.3,12.47,3177,2760,6588,3619,16156.47,91,16,56,70,83,9,16
"Steuben County, IN", IN,Steuben County IN,43.65795448,9.6,0.107566,22.5,46.9,71.4,49.9,47.675,29.8,1242,78.85,34594,43231,8.6,5.7,13.37,3246,2848,6948,4824,17879.37,50,77,34,58,93,43,23
"Steuben County, NY", NY,Steuben County NY,158.1348201,12.1,0.11546,21.7,44,67.4,47.4,45.125,30.1,3430,78.61,95379,45194,15,6.2,14.28,3690,2935,7584,6391,20614.28,15,87,39,55,59,36,17
"Stevens County, KS", KS,Stevens County KS,34.38789546,9.7,0.477129,33.3,54.1,78.5,56.1,55.5,38.7,80,79,5485,38970,9.7,5.3,13.23,3246,2543,6408,5391,17601.23,57,44,32,6,96,63,29
"Stevens County, MN", MN,Stevens County MN,112.9943503,9.1,0.178444,10,43.9,70.4,45.4,42.425,32,177,82.22,9805,49913,11.9,6.6,13.36,3246,2696,5652,6255,17862.36,51,94,1,40,74,22,13
"Stevens County, WA", WA,Stevens County WA,101.3124568,15,0.234176,28,47.8,68.8,46.9,47.875,37.4,1746,78.13,45723,39505,14.9,10.5,11.94,3792,2206,5868,3465,15342.94,99,77,46,10,77,61,1
"Stewart County, GA", GA,Stewart County GA,51.12474438,31.3,0.601801,46.7,62.7,80.4,65.4,63.8,19.5,142,74.36,6621,22771,34.7,4,13.08,3177,2713,5892,5616,17411.08,63,13,91,98,91,99,61
"Stewart County, TN", TN,Stewart County TN,306.8402934,13.2,0.144836,35.5,58.3,78.1,58.5,57.6,26.8,359,74.91,13715,39853,12.9,4.4,12.23,3177,2813,6108,3550,15660.23,96,35,86,77,27,59,49
"Stillwater County, MT", MT,Stillwater County MT,321.9575016,7.8,0.120521,27.2,44,67.6,45.7,46.125,33.4,270,79.87,9642,51773,9.3,7.7,13.89,3792,2450,6576,6568,19399.89,26,83,19,30,25,17,6
"Stoddard County, MO", MO,Stoddard County MO,198.1195433,16.8,0.081735,32.2,56.5,78.3,57.2,56.05,26.1,788,76.32,29025,37020,18.4,4.9,12.64,3246,2681,4956,5470,16365.64,89,41,72,81,48,73,37
"Stokes County, NC", NC,Stokes County NC,345.5825534,12.1,0.160081,36.2,54.9,75.6,56.2,55.725,29.7,1353,77.26,45591,36850,13,5.6,13.58,3177,2728,6960,5578,18456.58,38,43,59,59,22,73,24
"Stone County, AR", AR,Stone County AR,246.4033066,20.1,0.091157,37,59.1,79.8,60,58.975,32.4,328,76.64,12506,31086,19.3,7.8,13.05,3177,2633,5532,6011,17366.05,64,29,68,37,38,94,6
"Stone County, MO", MO,Stone County MO,421.7656644,14.2,0.08735,33,55.9,77.2,57.2,55.825,35.7,1284,78.64,31952,38900,15.4,4.5,13.62,3246,2681,6588,5877,18405.62,39,42,38,17,14,64,46
"Stone County, MS", MS,Stone County MS,77.70870337,17.4,0.367921,48.3,65.2,80.7,66.8,65.25,30.6,529,73.98,18336,31516,18.5,12.1,12.9,3177,2724,5904,5236,17053.9,73,9,93,51,85,93,0
"Stonewall County, TX", TX,Stonewall County TX,418.9944134,14.3,0.357273,42.4,62.8,83.4,64.3,63.225,32.1,29,77.46,1350,53416,15.1,12.7,12.47,3177,2760,6588,3619,16156.47,91,15,57,39,14,14,0
"Storey County, NV", NV,Storey County NV,1217.656012,7.8,0.275323,33.3,45.5,71.9,51.4,50.525,34.5,171,82.13,4123,59651,7,2.8,13.57,3792,2614,8376,3937,18732.57,34,66,1,23,0,7,88
"Story County, IA", IA,Story County IA,142.847867,12.4,0.250718,19.2,48.9,73.2,50.5,47.95,28.1,2036,82.12,97117,41885,15.8,2.4,15.02,3246,2791,8208,7067,21327.02,12,76,1,69,64,50,94
"Strafford County, NH", NH,Strafford County NH,201.4559405,8.2,0.15,22.1,45,69.7,48.8,46.4,29.4,4610,79.49,130633,50574,8.8,2,15.5,3690,2935,12000,4497,23137.5,7,82,24,60,47,20,97
"Stutsman County, ND", ND,Stutsman County ND,170.4545455,10.6,0.121035,10.4,42.8,70.2,44.7,42.025,33.4,364,79.46,20704,54491,10.8,3.9,12.63,3246,2632,6468,3985,16343.63,89,95,25,30,56,12,64
"Sublette County, WY", WY,Sublette County WY,119.510009,6.2,0.218882,11.6,35.7,59.7,38,36.25,38.6,294,80.48,9831,51361,7.2,3.6,12.79,3792,2570,7032,3712,17118.79,71,99,11,6,71,18,71
"Suffolk city, VA", VA,Suffolk City VA,318.4490482,9,0.562004,39.9,58.6,78.9,61,59.6,33.3,2903,76.82,92108,51798,9.8,2.4,16.33,3177,2866,11424,6693,24176.33,4,27,66,30,25,17,94
"Suffolk County, MA", MA,Suffolk County MA,831.2342903,16.5,0.660503,28,47.9,73.2,53.1,50.55,18.2,43170,79.89,803907,81152,16.7,4.9,20.35,3690,3048,20580,5906,33244.35,0,66,18,99,1,1,37
"Suffolk County, NY", NY,Suffolk County NY,141.0913106,6.1,0.468776,31,48.8,73.4,55,52.05,26.9,64951,80.61,1476601,68617,6.8,3.9,19.11,3690,2935,15576,8440,30660.11,1,58,10,76,65,3,64
"Sullivan County, IN", IN,Sullivan County IN,51.83056118,15.5,0.147337,28.2,53.6,75.1,55.3,53.05,32.4,551,75.8,20669,35181,14.4,6.5,12.96,3246,2848,6252,4678,17036.96,74,54,78,37,91,80,14
"Sullivan County, MO", MO,Sullivan County MO,124.0694789,15.6,0.339229,23.8,51.3,75.4,52.8,50.825,22.4,121,76.83,6089,37649,15.6,4.4,12.94,3246,2681,5460,5596,16995.94,75,65,66,94,70,70,49
"Sullivan County, NH", NH,Sullivan County NH,151.2190583,8.9,0.083649,19,42.6,67.6,46.3,43.875,26.7,1239,79.5,43146,51682,10.1,2.8,13.64,3690,2935,8676,3958,19272.64,27,91,24,78,62,17,88
"Sullivan County, NY", NY,Sullivan County NY,237.3964651,12.7,0.425527,23.1,44.8,69.4,48.5,46.45,28.2,3157,78.03,75432,46303,16.1,2,14.43,3690,2935,7824,6453,20916.43,14,82,48,68,40,32,97
"Sullivan County, PA", PA,Sullivan County PA,299.1654858,12.3,0.115157,22.6,44.4,67.6,47.5,45.525,24.7,221,77.04,6066,46097,12.9,2.9,12.24,3690,2729,6384,3553,16368.24,89,85,63,87,28,33,86
"Sullivan County, TN", TN,Sullivan County TN,578.5625339,13.6,0.117227,35.7,55.9,75.6,57.2,56.1,28.8,4982,76.42,158348,42606,15.1,2.4,12.4,3177,2813,6396,3597,15995.4,92,41,71,65,6,46,94
"Sully County, SD", SD,Sully County SD,151.7281133,7.8,0.128163,17,45.9,73.8,47.6,46.075,36.9,22,81.65,1391,76036,8.2,2.1,12.21,3246,2831,5844,3544,15477.21,97,84,3,11,61,1,96
"Summers County, WV", WV,Summers County WV,154.8330015,21.1,0.159647,30.7,52,72.1,54.1,52.225,28.4,343,76.14,12573,32879,23.5,4.4,12.88,3177,2662,5988,5169,17008.88,75,58,74,67,60,89,49
"Summit County, CO", CO,Summit County CO,129.1493595,6.1,0.29651,15.3,35.2,58.6,38.8,36.975,22.6,2198,86.83,31011,67763,6.4,2.3,17.21,3792,2810,13032,6650,26301.21,2,99,0,94,69,3,95
"Summit County, OH", OH,Summit County OH,377.428833,12.1,0.355959,27.1,49.8,72.8,52.5,50.55,29.1,22267,78.02,541013,51036,14.2,2.8,13.29,3246,2720,6684,5048,17711.29,55,66,48,63,18,19,88
"Summit County, UT", UT,Summit County UT,158.4991945,4.5,0.260788,23.1,42.4,66,45,44.125,23.9,1760,82.39,42145,131606,4.7,6.3,15.31,3792,2694,9816,6034,22351.31,9,90,1,90,59,0,16
"Sumner County, KS", KS,Sumner County KS,254.33428,11.3,0.179222,32.5,55.4,80.7,58.5,56.775,34.1,891,77.25,22836,40027,11.4,2.8,12.87,3246,2543,5784,5249,16834.87,81,38,60,25,36,59,88
"Sumner County, TN", TN,Sumner County TN,294.869973,9.6,0.251719,35.3,57,77.9,58.3,57.125,30.7,6645,78,191283,48656,8.6,3.3,14.84,3177,2813,10776,4307,21087.84,13,37,48,50,29,25,78
"Sumter County, AL", AL,Sumter County AL,553.8507597,29.2,0.397632,44.4,62.7,80.7,63.6,62.85,29.8,331,74.82,12427,31664,36.4,2.9,13.4,3177,2889,6684,5322,18085.4,46,16,87,58,7,92,86
"Sumter County, FL", FL,Sumter County FL,141.9817666,12.3,0.280056,57,69.2,81.4,73.5,70.275,30,2534,81.74,132420,46100,8.9,2.9,13.18,3177,2792,7824,3825,17631.18,57,1,2,56,65,33,86
"Sumter County, GA", GA,Sumter County GA,752.455044,24.3,0.557514,45.5,62.6,79.9,64.6,63.15,28.5,924,74.95,29524,35847,26.7,5.6,13.4,3177,2713,6432,5750,18085.4,46,15,86,66,2,77,24
"Sumter County, SC", SC,Sumter County SC,767.644257,20.5,0.560046,45,63.1,80.6,63.8,63.125,35.4,2947,75.65,106721,38603,17.8,2.3,14.29,3177,2662,7368,6717,19938.29,21,15,79,18,2,65,95
"Sunflower County, MS", MS,Sunflower County MS,371.4683716,34.8,0.406226,42.6,63.8,82.1,65.5,63.5,27.3,840,71.61,25110,30859,34,2.9,12.45,3177,2724,5136,5057,16106.45,91,14,99,74,19,94,86
"Surry County, NC", NC,Surry County NC,292.9500342,15.4,0.272606,35,54.1,74.8,56.3,55.05,32.5,2236,76.73,71783,38522,16,2.9,13.08,3177,2728,6120,5371,17409.08,63,46,67,36,29,66,86
"Surry County, VA", VA,Surry County VA,339.985218,11.6,0.534312,39.8,59,79.5,60.4,59.675,28.1,207,78.29,6422,46413,11.9,4.7,13.16,3177,2866,6084,5444,17584.16,58,27,44,69,22,32,41
"Susquehanna County, PA", PA,Susquehanna County PA,127.7018399,11.6,0.066452,20.4,43.3,67.3,46.7,44.425,26.3,1451,78.27,40328,45336,11.3,2.9,12.06,3690,2729,6048,3498,15977.06,92,89,44,80,69,35,86
"Sussex County, DE", DE,Sussex County DE,457.297156,11,0.410139,34.9,53.8,76.9,57.8,55.85,28.7,7990,78.76,234225,50333,12.1,2.8,14.29,3177,2913,7644,6181,19929.29,21,42,36,65,12,20,88
"Sussex County, NJ", NJ,Sussex County NJ,57.53739931,5.4,0.221418,25.4,48.1,71.2,50.8,48.875,28.2,6936,79.72,140488,61757,5.2,4.3,16.05,3690,2864,12408,5312,24290.05,4,73,21,68,90,6,52
"Sussex County, VA", VA,Sussex County VA,194.7502117,18.9,0.514711,38.5,58.2,79.2,59.5,58.85,25.1,321,74.93,11159,31378,21.6,3.7,15.95,3177,2866,10788,6544,23390.95,6,30,86,86,49,93,68
"Sutter County, CA", CA,Sutter County CA,333.508128,11.5,0.647059,45.7,58.7,77.3,63.6,61.325,36.6,4995,78.99,96971,44535,12.8,2.8,16.17,3792,2545,10056,7735,24144.17,5,22,32,13,23,38,88
"Sutton County, TX", TX,Sutton County TX,74.8876685,11.7,0.48357,44.5,64.6,82.1,65.3,64.125,23.8,120,77.57,3776,61478,13.1,4.8,12.34,3177,2760,6348,3580,15877.34,93,12,55,91,85,6,39
"Suwannee County, FL", FL,Suwannee County FL,354.415329,17.7,0.403443,53.6,67.7,82.1,70.6,68.5,27.9,1000,75.41,44417,33068,17.1,3.5,12.89,3177,2792,7308,3741,17030.89,75,3,82,70,21,88,73
"Swain County, NC", NC,Swain County NC,320.1024328,13.9,0.509809,35.7,54.4,72.9,56,54.75,31,588,74.01,14271,38429,16.1,3.9,13.53,3177,2728,6876,5557,18351.53,40,47,93,48,25,66,64
"Sweet Grass County, MT", MT,Sweet Grass County MT,109.0215318,9.3,0.091102,26.2,41.9,66.2,44.4,44.675,32.6,67,80.83,3737,44455,10.3,4,14.31,3792,2450,7260,6748,20264.31,18,88,8,36,75,38,61
"Sweetwater County, WY", WY,Sweetwater County WY,433.2736477,7.6,0.340296,20.5,42.5,68.6,45.2,44.2,37.2,1532,77.87,42343,53145,8.3,3.2,13.1,3792,2570,7584,3802,17761.1,53,90,50,10,13,14,80
"Swift County, MN", MN,Swift County MN,199.0362455,9.5,0.125556,11.3,45.1,71.4,46.5,43.575,38.3,282,81.13,9266,51320,9.5,4.6,13.92,3246,2696,6576,6501,19032.92,30,92,6,7,48,18,44
"Swisher County, TX", TX,Swisher County TX,347.8036841,19.6,0.57337,36.5,55.8,77.8,58.2,57.075,28.1,132,77.92,7397,41977,20.6,4.2,12.34,3177,2760,6348,3580,15877.34,93,37,50,69,22,49,56
"Switzerland County, IN", IN,Switzerland County IN,28.50085503,14,0.062601,32.6,55.8,77.2,57.2,55.7,26.6,388,76.5,10751,30827,14.5,3,12.6,3246,2848,5628,4547,16281.6,90,43,70,78,97,94,84
"Talbot County, GA", GA,Talbot County GA,154.8946716,20.8,0.51354,43.7,61.2,79.1,62.1,61.525,24.7,189,74.41,6195,34504,19.6,4.4,13.28,3177,2713,6228,5700,17831.28,52,20,90,87,60,83,49
"Talbot County, MD", MD,Talbot County MD,234.6365769,9.6,0.360954,36.3,56.3,78.6,59.6,57.7,26.2,1069,80.45,37181,73232,8.7,3.3,15.6,3177,3001,10344,6119,22656.6,8,34,11,80,41,2,78
"Taliaferro County, GA", GA,Taliaferro County GA,176.1597181,23.2,0.52487,43.1,61,80.1,62.7,61.725,16.8,38,75.44,1537,33927,22.5,4.3,13.38,3177,2713,6396,5742,18041.38,47,20,81,99,54,85,52
"Talladega County, AL", AL,Talladega County AL,326.7732071,16.9,0.487915,42.8,61.2,79.5,62.3,61.45,31.6,2532,74.29,79978,34718,17.4,3.2,12.89,3177,2889,5832,5122,17032.89,75,21,91,43,24,82,80
"Tallahatchie County, MS", MS,Tallahatchie County MS,72.93946025,32,0.54594,41.8,62.8,81.4,63.5,62.375,30.5,387,74.02,13809,27757,37.9,4.1,12.9,3177,2724,5904,5236,17053.9,73,18,93,52,86,98,58
"Tallapoosa County, AL", AL,Tallapoosa County AL,497.5365871,15.2,0.449672,42.1,60.4,79.3,61.9,60.925,29.5,1239,75.01,40367,40696,16,3.6,13.04,3177,2889,6084,5181,17344.04,65,23,85,60,9,55,71
"Tama County, IA", IA,Tama County IA,324.3058716,10.8,0.291607,18.4,47.9,72.7,50.3,47.325,35.5,472,79.58,16854,46483,13.1,3.7,13.48,3246,2791,5856,6215,18121.48,46,79,23,18,24,31,68
"Taney County, MO", MO,Taney County MO,520.7652823,15.6,0.186173,33.7,55.9,77.5,57.6,56.175,35.4,3393,78.06,55928,35956,12.6,3.9,13.12,3246,2681,5760,5671,17371.12,64,41,48,18,8,77,64
"Tangipahoa Parish, LA", LA,Tangipahoa Parish LA,952.8593755,20.1,0.496912,49.3,66,81.4,67.8,66.125,26.5,5377,74.26,134758,38974,21.7,3,14.22,3177,3042,8004,5560,19797.22,22,6,91,79,0,63,84
"Taos County, NM", NM,Taos County NM,184.6526411,18.9,0.547937,23.3,42.7,64.4,45.5,43.975,33.2,1729,79.98,32723,38455,18.2,3.1,14.94,3792,2982,8664,6138,21590.94,11,91,18,31,52,66,82
"Tarrant County, TX", TX,Tarrant County TX,416.156389,10.5,0.644473,45.4,64.7,84.6,66.7,65.35,29.9,79553,78.68,2102515,51239,10.2,4.6,14.41,3177,2760,10056,4181,20188.41,18,8,37,57,14,18,44
"Tate County, MS", MS,Tate County MS,334.8253621,14,0.479879,39.5,60.4,80,61.5,60.35,31.7,920,74.89,28321,35182,15.1,3.4,13.54,3177,2724,6972,5486,18372.54,40,25,87,43,23,80,75
"Tattnall County, GA", GA,Tattnall County GA,62.68118781,20.7,0.558678,48.8,65.2,82.1,67.2,65.825,24.5,414,74.93,25286,28406,26.5,3.4,13.54,3177,2713,6672,5810,18385.54,39,7,86,88,88,97,75
"Taylor County, FL", FL,Taylor County FL,673.754211,19.3,0.431635,52.7,66,81.3,70.5,67.625,26.6,510,75.73,21569,30346,19.9,3,12.89,3177,2792,7308,3741,17030.89,75,4,78,78,3,95,84
"Taylor County, GA", GA,Taylor County GA,271.7391304,23.2,0.512362,43.7,61.2,79.1,62.1,61.525,28.3,183,74.58,8020,30141,22.9,6.3,12.8,3177,2713,5436,5502,16840.8,81,20,89,68,33,96,16
"Taylor County, IA", IA,Taylor County IA,16.23113131,10.5,0.161008,22.4,50.4,75.5,52.5,50.2,37.2,112,79.72,6121,41585,12.5,6.7,13.19,3246,2791,5376,6092,17518.19,59,68,21,10,99,51,12
"Taylor County, KY", KY,Taylor County KY,198.791026,15.9,0.174141,34.4,55.8,77.3,57.3,56.2,28.3,775,76.02,25769,35020,16.4,5.3,13.35,3177,3022,6096,5667,17975.35,48,40,75,68,48,81,29
"Taylor County, TX", TX,Taylor County TX,367.5894928,12.2,0.506541,43.6,63.8,82.5,65.1,63.75,33.1,3608,76.78,138034,45333,14,3.8,13.02,3177,2760,7572,3779,17301.02,67,14,67,32,19,35,66
"Taylor County, WI", WI,Taylor County WI,33.9640951,9.6,0.064516,12.2,43.2,67.7,45.1,42.05,29.8,533,81.54,20343,39051,9.7,4.3,13.72,3246,2754,6540,6066,18619.72,35,95,3,58,96,63,52
"Taylor County, WV", WV,Taylor County WV,53.02539327,13.7,0.072304,29.3,51.1,70.6,52.7,50.925,24.8,576,77.07,16695,40675,16.7,4.1,12.92,3177,2662,6060,5185,17096.92,71,64,62,87,91,55,58
"Tazewell County, IL", IL,Tazewell County IL,236.1534851,7.6,0.107969,24.9,52.3,75.5,54,51.675,34.7,5029,78.69,131803,47862,8.2,4.4,13.53,3246,2862,6768,5334,18223.53,44,60,37,22,41,27,49
"Tazewell County, VA", VA,Tazewell County VA,167.7890393,16.4,0.116891,30.4,49.7,69.4,51.2,50.175,30.3,1185,74.31,40595,38888,21.7,3.7,13,3177,2866,5820,5383,17259,67,68,91,53,57,64,68
"Tehama County, CA", CA,Tehama County CA,561.3968314,13.3,0.449472,39.4,50.2,71.9,56,54.375,38.7,2262,77.74,65084,42483,16.3,3.6,14.11,3792,2545,7788,5712,19851.11,22,49,52,6,6,47,71
"Telfair County, GA", GA,Telfair County GA,271.2313905,29.9,0.5979,48.3,64.4,80.8,66.1,64.9,14.4,374,76.02,15860,20923,27.7,3.1,12.76,3177,2713,5364,5484,16750.76,83,10,75,99,33,99,82
"Teller County, CO", CO,Teller County CO,206.2298604,7.3,0.189111,22,37.7,60.6,41.6,40.475,36.3,968,80.76,25388,49197,7.9,3.3,14.66,3792,2810,8724,5667,21007.66,14,97,8,14,46,23,78
"Tensas Parish, LA", LA,Tensas Parish LA,40.74979625,30.8,0.520317,46.7,65.8,82.7,66.9,65.525,20,114,74.35,4334,36630,28.9,3.2,13.48,3177,3042,6744,5285,18261.48,42,8,91,98,94,74,80
"Terrebonne Parish, LA", LA,Terrebonne Parish LA,382.2650312,15.7,0.494638,53.4,68.8,82.8,70.7,68.925,24.4,3561,75.4,110461,41504,19,4.3,14.36,3177,3042,8232,5610,20075.36,19,2,82,88,18,52,52
"Terrell County, GA", GA,Terrell County GA,376.8565728,27.8,0.506501,47,64.5,81.5,66,64.75,33.9,262,73.99,8531,40325,28.2,5.3,13.87,3177,2713,7212,5945,19060.87,29,10,93,26,18,57,29
"Terrell County, TX", TX,Terrell County TX,221.4839424,14,0.55917,46.5,66.7,82.6,66.5,65.575,41.2,18,77.47,776,48024,17.5,4.5,12.84,3177,2760,7248,3726,16923.84,77,8,57,1,44,27,46
"Terry County, TX", TX,Terry County TX,290.3554893,18.5,0.543243,40.9,60.5,79.7,61.9,60.75,25.3,354,77.02,12337,32062,21.6,4.8,12.34,3177,2760,6348,3580,15877.34,93,24,63,85,30,91,39
"Teton County, ID", ID,Teton County ID,58.39416058,7.4,0.315348,18,39,62.6,41.5,40.275,36.2,376,82.11,12142,39858,7.7,3.5,14.89,3792,2470,8352,6861,21489.89,12,97,1,15,89,59,73
"Teton County, MT", MT,Teton County MT,82.44023083,12.4,0.100445,25.2,42,64.8,44.2,44.05,35.3,121,80.19,6147,44369,13.5,3,13.66,3792,2450,6204,6470,18929.66,31,90,14,19,83,39,84
"Teton County, WY", WY,Teton County WY,179.6299623,5.2,0.32523,14,34.2,58.9,37.8,36.225,23.3,912,83.46,23464,251728,6,3.1,15.18,3792,2570,11304,4405,22086.18,10,99,0,93,53,0,82
"Texas County, MO", MO,Texas County MO,97.51911375,20.3,0.160525,31.4,55.2,76.8,56,54.85,31.5,519,77.16,25398,28169,21,3.3,12.64,3246,2681,4956,5470,16365.64,89,47,62,44,79,98,78
"Texas County, OK", OK,Texas County OK,163.0360944,11.1,0.56384,34.8,54.8,79.2,57.2,56.5,24.5,262,77.64,19983,46597,14.7,3.5,13.93,3177,2646,7584,5775,19195.93,28,39,54,88,58,31,73
"Thayer County, NE", NE,Thayer County NE,77.08614377,9.8,0.075902,25.6,51,77.1,53.3,51.75,37.9,76,79.7,5003,57523,10.8,2.9,12.89,3246,2783,5460,5385,16886.89,78,60,21,8,85,9,86
"Thomas County, GA", GA,Thomas County GA,340.9926675,16.2,0.527184,51.1,66.1,81.6,69,66.95,28.6,1056,75.52,44451,44355,18,3.5,13.77,3177,2713,7056,5906,18865.77,33,5,81,66,22,39,73
"Thomas County, KS", KS,Thomas County KS,226.4720684,9.1,0.156028,28.4,49.7,76.7,52.1,51.725,44.3,122,79.3,7777,45671,9.1,3.4,13.16,3246,2543,6288,5364,17454.16,60,60,27,0,43,34,75
"Thomas County, NE", NE,Thomas County NE,98.81473579,12.3,0.085043,24.2,47,73.6,49.2,48.5,46.3,17,80.56,722,53979,13.9,3.1,12.9,3246,2783,5484,5391,16916.9,77,74,10,0,77,13,82
"Throckmorton County, TX", TX,Throckmorton County TX,62.5,13.5,0.24417,42.8,62.9,83.5,64.1,63.325,29.2,31,77.91,1501,35941,13.9,3.3,12.34,3177,2760,6348,3580,15877.34,93,15,50,62,88,77,78
"Thurston County, NE", NE,Thurston County NE,98.81473579,18.2,0.533076,20.7,49,75.3,50.7,48.925,39.9,161,73.88,7224,41468,24.9,3,13.4,3246,2783,6312,5584,17938.4,49,73,94,3,77,52,84
"Thurston County, WA", WA,Thurston County WA,211.1377045,9.7,0.391913,39.8,48.3,63.8,50.3,50.55,36.7,11947,80.16,290536,51684,9.1,4.9,15.06,3792,2206,11448,4369,21830.06,10,66,15,12,45,17,37
"Tift County, GA", GA,Tift County GA,551.0599216,20.5,0.573803,48,64.5,80.8,66.7,65,29.1,1037,75.36,40644,37805,21.5,4.8,13.24,3177,2713,6168,5685,17756.24,53,9,82,63,7,69,39
"Tillamook County, OR", OR,Tillamook County OR,55.29881108,10.8,0.258441,44.9,49.2,59.7,53.4,51.8,39.1,948,79,27036,44492,12,3,14.94,3792,2395,8016,7362,21579.94,11,60,32,5,90,38,84
"Tillman County, OK", OK,Tillman County OK,350.1491376,21.9,0.548564,40,61.8,84.1,63.4,62.325,26.8,191,74.95,7250,39961,20.4,4,13.07,3177,2646,6132,5430,17398.07,63,18,86,77,21,59,61
"Tioga County, NY", NY,Tioga County NY,65.68079135,9.3,0.085537,22.6,44.9,68.7,48.4,46.15,29.2,1732,80.02,48203,45910,9.4,4.7,14.1,3690,2935,7272,6311,20222.1,18,83,17,62,88,33,41
"Tioga County, PA", PA,Tioga County PA,113.0395874,11.5,0.074172,23,44.8,68.5,48.3,46.15,26,1703,79.23,40591,41039,13.4,2.9,12.1,3690,2729,6120,3510,16061.1,92,83,28,82,74,54,86
"Tippah County, MS", MS,Tippah County MS,54.33798225,16.5,0.374404,37.8,59,78.9,59.6,58.825,28.5,655,74.03,22015,33919,16.2,3.5,12.9,3177,2724,5904,5236,17053.9,73,30,93,66,90,85,73
"Tippecanoe County, IN", IN,Tippecanoe County IN,302.4853752,16.1,0.364027,25.7,51.7,74.6,54,51.5,27.5,5936,79.14,195732,39169,16.1,4,13.65,3246,2848,7440,4927,18474.65,37,61,30,73,28,62,61
"Tipton County, IN", IN,Tipton County IN,102.2364217,7.3,0.083417,25,49.4,72.6,52.3,49.825,23.8,554,78.7,15148,46610,7.8,3.1,13.28,3246,2848,6804,4794,17705.28,55,69,37,91,76,31,82
"Tipton County, TN", TN,Tipton County TN,418.9263794,12.7,0.381897,37.2,59.6,79.7,60.5,59.25,32.9,1886,75.24,61599,38547,10.5,2.9,13.28,3177,2813,7980,3853,17836.28,52,28,83,33,14,65,86
"Tishomingo County, MS", MS,Tishomingo County MS,66.5676686,14.6,0.127893,37.9,58.1,77.8,59.1,58.225,30.1,550,73.69,19383,33559,17,3.3,12.9,3177,2724,5904,5236,17053.9,73,32,95,55,87,86,78
"Titus County, TX", TX,Titus County TX,202.5720512,14.3,0.59568,43.2,62.4,81.7,63.9,62.8,26.9,891,77.16,32750,34718,16.3,5.3,12.61,3177,2760,6840,3660,16449.61,88,16,62,76,47,82,29
"Todd County, KY", KY,Todd County KY,95.97696553,17.3,0.253121,34.9,56.8,78.1,58.1,56.975,23.7,260,75.78,12294,38508,17.1,3.4,13.01,3177,3022,5532,5528,17272.01,67,37,78,91,79,66,75
"Todd County, MN", MN,Todd County MN,147.6499057,12.2,0.146841,9,41.8,69.1,44.2,41.025,35.2,729,80.71,24664,42005,11.8,3.8,13.32,3246,2696,5580,6236,17771.32,53,96,9,19,63,49,66
"Todd County, SD", SD,Todd County SD,151.7281133,42.5,0.239373,22.8,45.2,73.6,48.3,47.475,32.5,197,68.51,10177,25157,43.4,2.5,12.21,3246,2831,5844,3544,15477.21,97,78,99,36,61,99,93
"Tolland County, CT", CT,Tolland County CT,35.67252621,6.9,0.244665,24.5,46.5,70.4,50,47.85,26.2,5236,81.64,150721,56614,7.8,3.2,15.22,3690,3046,9612,6199,22562.22,8,77,3,80,95,10,80
"Tom Green County, TX", TX,Tom Green County TX,274.0226525,12,0.545529,45,64.6,82.4,65.4,64.35,31.6,3406,77.5,119200,45993,12.9,4.7,13,3177,2760,7524,3771,17245,68,12,56,43,32,33,41
"Tompkins County, NY", NY,Tompkins County NY,82.99796365,12.4,0.365934,23.3,44.7,68.8,48.7,46.375,21.9,2962,81.21,102180,45282,16.9,3.4,16.36,3690,2935,11028,7274,24943.36,4,82,5,95,83,35,75
